x,y,obstacle_type,is_charging_station,battery_level,path_length,navigation_success
21,0,none,1,95.09,78,0
29,2,dynamic,0,51.36,19,0
18,7,none,1,27.7,28,0
18,24,none,1,96.71,44,0
18,7,none,1,34.97,74,0
20,28,none,0,97.4,45,1
20,6,static,0,33.93,55,1
17,3,none,1,62.57,85,0
22,16,static,1,15.07,31,0
10,2,static,1,70.63,54,0
7,27,static,1,17.0,32,1
1,15,dynamic,0,49.14,47,1
2,2,static,1,50.48,56,0
3,18,dynamic,1,13.42,10,0
2,21,dynamic,1,67.14,14,1
3,9,none,1,91.05,12,1
21,4,dynamic,0,85.51,36,1
13,28,static,0,32.0,28,0
26,16,dynamic,0,48.41,9,1
23,4,dynamic,1,31.11,12,1
26,28,static,0,49.69,39,1
28,29,static,0,48.04,37,1
3,16,static,1,21.79,23,0
13,14,none,1,30.54,65,1
4,25,static,0,20.57,89,0
8,6,none,1,77.36,90,0
20,2,static,1,72.09,80,0
15,10,static,0,86.53,45,1
21,20,static,0,42.4,31,1
17,12,dynamic,0,32.34,74,0
25,26,dynamic,0,75.46,48,1
8,17,static,0,92.41,55,1
14,29,dynamic,0,51.35,45,1
18,25,static,1,92.11,17,0
18,4,none,1,72.91,36,0
21,23,static,0,64.96,46,0
8,11,static,1,13.72,11,0
29,8,dynamic,0,85.26,20,1
16,16,none,1,28.29,50,1
11,25,static,1,21.13,37,0
17,23,none,1,50.9,10,0
29,23,dynamic,1,42.47,37,0
0,10,none,0,10.12,92,1
22,18,static,1,47.51,87,1
23,5,none,1,96.65,67,1
7,26,none,1,99.1,43,1
10,16,dynamic,1,90.06,52,1
17,15,static,1,14.27,23,1
29,24,none,0,70.21,9,1
24,28,static,1,26.3,31,1
27,24,static,0,56.74,29,0
5,23,dynamic,0,27.67,44,0
4,5,none,1,45.41,18,0
21,8,static,1,99.76,51,0
5,22,static,0,99.73,26,0
3,3,none,1,72.07,47,1
15,3,dynamic,1,89.45,76,1
1,4,dynamic,1,81.52,60,1
20,19,static,1,28.76,12,0
27,21,static,1,89.34,99,0
12,2,dynamic,1,88.61,33,0
21,26,dynamic,1,13.54,75,0
0,7,static,0,10.14,57,0
28,8,static,0,91.09,57,1
17,11,none,1,67.35,28,1
21,23,none,1,93.33,79,0
21,26,none,1,89.96,86,0
29,7,none,1,46.5,37,0
14,16,dynamic,0,99.66,100,0
12,17,static,1,89.54,68,1
24,23,none,1,59.24,60,1
8,0,dynamic,1,51.11,86,0
0,19,none,1,67.28,71,1
13,14,none,1,44.39,80,0
4,29,none,1,72.31,65,1
0,5,dynamic,0,83.5,30,0
16,18,static,1,19.65,70,1
18,8,static,0,25.8,16,1
20,7,dynamic,1,88.5,95,0
25,25,none,0,61.72,5,1
25,6,dynamic,0,65.43,42,1
11,27,none,1,43.49,7,1
22,18,dynamic,1,51.73,65,0
23,16,static,1,24.69,19,1
28,5,static,0,27.9,46,1
17,0,dynamic,1,51.74,79,1
5,1,static,0,17.09,60,0
2,17,none,0,97.99,18,1
19,4,none,0,64.51,72,0
25,15,dynamic,0,98.25,88,0
20,21,static,0,32.47,61,1
17,24,dynamic,0,64.9,76,0
5,16,static,1,27.99,84,1
13,22,static,0,84.71,59,0
15,27,none,0,42.13,74,0
3,13,dynamic,0,96.52,48,1
29,2,dynamic,0,36.83,98,0
2,26,dynamic,0,61.8,99,0
8,8,static,1,74.17,26,1
23,20,none,0,23.83,34,1
23,26,none,0,68.29,54,1
13,18,static,1,19.91,11,0
16,6,static,1,62.84,17,0
9,7,dynamic,1,67.5,75,1
24,14,static,0,14.62,66,0
10,25,dynamic,0,72.46,73,0
15,22,none,0,50.02,14,0
2,2,static,1,20.66,68,0
14,22,dynamic,0,33.35,6,1
28,3,dynamic,0,31.74,42,0
19,17,dynamic,1,94.42,67,0
9,28,none,0,28.77,13,1
2,0,static,0,29.63,75,0
14,28,static,1,82.94,48,0
12,14,dynamic,0,81.29,96,0
24,4,static,1,47.17,75,0
0,13,none,0,60.52,83,1
12,10,dynamic,0,44.0,7,1
6,14,none,0,33.34,54,0
25,5,none,0,92.53,59,0
11,20,none,0,17.83,24,0
1,9,none,0,41.54,79,1
2,4,dynamic,1,27.6,58,1
2,6,dynamic,0,25.99,17,0
12,7,none,1,26.97,98,1
21,9,dynamic,0,47.47,48,1
2,17,none,0,13.64,77,1
19,15,static,0,68.44,95,0
15,14,dynamic,0,41.61,26,0
17,3,none,0,95.62,15,0
9,1,none,0,97.22,25,1
26,25,none,1,88.27,63,1
0,28,none,1,64.66,60,1
3,5,static,1,12.47,81,1
27,7,none,0,81.29,98,1
25,11,static,0,17.74,63,1
7,10,static,0,56.09,81,1
12,7,static,0,67.06,21,1
23,24,dynamic,1,25.02,41,1
19,20,none,0,70.63,91,1
27,11,none,1,23.13,36,0
27,20,static,1,43.39,48,0
26,21,dynamic,0,68.28,17,1
26,23,static,1,91.62,90,1
22,14,dynamic,1,22.17,21,0
20,24,none,0,55.4,57,1
25,26,dynamic,0,94.38,86,1
25,0,dynamic,0,13.14,33,1
1,11,none,1,70.18,56,1
1,29,none,0,81.16,52,0
12,5,none,1,88.31,12,0
13,14,static,1,51.38,13,0
18,19,static,1,55.36,7,1
3,7,static,0,41.4,46,0
5,1,dynamic,1,37.33,87,1
25,29,static,0,18.53,10,1
15,3,none,0,80.39,80,0
23,1,none,0,97.24,60,0
13,16,dynamic,1,61.57,62,0
12,25,static,0,11.18,69,0
23,3,none,1,55.2,94,0
18,0,dynamic,0,59.83,33,0
0,6,none,0,22.71,75,1
18,19,static,1,84.98,29,1
17,19,none,0,46.27,80,1
4,19,none,0,89.85,86,0
17,5,static,0,67.4,82,0
11,25,dynamic,0,94.74,48,0
15,2,static,1,64.78,14,0
28,23,dynamic,1,81.82,49,1
11,7,none,0,52.07,25,0
0,5,dynamic,0,21.44,27,0
27,12,static,1,72.65,14,0
10,19,static,0,42.85,78,0
27,13,static,0,30.54,37,1
23,7,static,1,41.84,98,0
27,24,dynamic,1,17.74,51,0
11,7,static,1,19.99,63,0
29,6,none,0,95.56,96,0
28,10,dynamic,1,17.41,42,0
24,13,none,1,31.74,60,0
12,24,dynamic,0,11.63,82,0
12,1,none,0,29.08,23,0
9,17,static,0,19.3,49,0
12,26,static,1,54.18,16,1
16,27,none,1,50.14,73,1
25,21,none,0,96.82,41,1
0,11,dynamic,0,79.96,20,0
25,15,none,0,45.9,75,1
2,22,dynamic,1,20.91,15,1
26,7,none,1,62.86,60,0
20,28,none,1,18.4,51,0
20,20,none,1,41.27,14,1
25,26,none,0,67.04,72,1
3,25,dynamic,0,60.49,86,0
5,12,dynamic,1,23.38,31,1
3,25,dynamic,1,87.23,25,1
0,16,none,0,19.44,66,1
2,24,static,0,80.29,68,1
10,14,none,1,96.13,37,1
24,23,none,0,59.77,7,0
12,18,static,1,39.35,79,0
18,5,dynamic,1,61.58,55,0
12,6,none,1,44.16,9,0
2,11,none,0,73.65,46,1
25,25,none,1,25.85,26,1
26,10,dynamic,1,71.21,39,0
24,11,dynamic,1,15.03,70,1
18,21,static,0,97.66,83,0
21,13,static,1,81.06,23,1
1,6,static,0,87.12,76,0
13,10,static,1,95.41,25,0
18,4,static,0,54.83,46,0
26,11,none,0,94.88,52,1
7,28,dynamic,1,99.6,63,1
4,1,static,0,89.33,89,1
14,3,static,0,84.57,65,1
28,15,static,1,16.77,74,0
17,3,none,0,19.16,71,0
4,18,static,1,15.59,88,0
12,21,none,0,78.49,64,0
18,4,dynamic,1,52.99,31,1
14,20,static,1,56.95,50,0
4,13,dynamic,0,52.68,74,0
16,27,none,0,75.38,34,1
15,4,static,1,49.87,61,0
1,5,dynamic,1,79.68,7,0
12,28,dynamic,0,68.78,59,1
9,20,none,0,12.81,76,1
10,24,none,1,21.58,66,1
26,16,static,0,25.6,91,0
1,0,dynamic,0,66.76,84,0
22,18,static,0,61.99,8,1
7,21,dynamic,0,87.72,51,0
10,14,none,1,57.32,55,1
22,1,dynamic,1,63.99,48,0
9,16,dynamic,1,33.61,85,1
26,25,static,0,88.23,99,0
18,15,static,0,17.74,37,1
11,16,dynamic,1,74.46,13,1
13,20,static,0,10.06,9,0
20,19,dynamic,1,26.91,51,0
22,25,static,1,98.92,52,0
12,15,none,0,79.04,66,0
4,21,none,0,17.05,17,0
3,15,static,1,45.63,25,1
24,29,static,1,33.29,41,0
5,24,static,1,33.03,85,1
18,24,static,0,88.9,45,1
15,1,dynamic,0,76.9,86,1
19,8,none,1,22.58,35,1
14,12,none,1,23.52,65,0
26,0,none,0,35.44,91,0
11,19,dynamic,0,19.11,74,0
3,1,dynamic,0,86.25,95,0
21,12,none,1,44.93,57,1
6,25,none,0,89.41,51,1
23,8,none,0,77.72,89,0
15,14,dynamic,1,23.31,77,0
5,13,static,0,11.9,71,0
1,7,none,0,97.28,20,0
12,0,none,0,75.76,69,1
15,10,none,1,54.06,91,0
0,10,dynamic,0,90.66,15,0
6,25,none,0,14.04,8,1
1,1,none,0,55.23,47,0
26,4,static,0,87.19,31,1
28,5,none,0,92.74,8,0
18,12,static,0,27.29,13,0
0,28,static,0,25.11,36,1
4,2,static,0,10.78,50,0
4,5,none,1,63.38,41,0
20,20,none,1,19.67,25,0
26,17,static,1,13.82,71,0
2,4,dynamic,0,26.05,18,0
17,28,dynamic,0,75.16,93,1
5,22,dynamic,0,51.85,42,0
29,12,dynamic,1,66.67,42,0
9,12,none,1,73.82,95,1
11,10,static,1,88.03,33,1
17,0,none,0,37.65,6,1
20,8,static,0,99.01,17,0
9,5,dynamic,0,22.74,31,1
15,26,none,1,71.96,8,1
14,9,dynamic,1,35.45,80,0
13,4,dynamic,1,63.54,100,1
5,21,static,1,42.76,55,1
0,12,dynamic,0,36.83,57,1
26,3,none,1,18.03,37,0
11,12,static,0,84.17,41,1
22,23,none,0,30.06,76,0
1,15,static,1,49.12,88,1
21,9,static,1,79.49,47,1
22,5,none,1,36.54,8,0
15,13,static,1,21.46,60,1
14,14,none,0,99.58,77,1
1,2,dynamic,0,91.85,98,0
1,8,none,1,50.54,46,1
19,4,static,0,66.06,45,0
29,17,none,1,56.16,80,1
3,26,dynamic,0,28.13,48,1
3,24,dynamic,0,38.6,8,1
2,17,none,0,95.97,96,1
11,4,dynamic,0,12.36,73,0
7,25,dynamic,1,60.87,62,1
28,26,none,1,45.98,84,1
4,16,static,1,10.79,50,1
1,3,dynamic,1,40.41,54,0
19,12,none,0,64.27,14,1
23,20,none,0,99.12,41,1
16,27,static,1,72.57,29,1
15,12,none,1,15.91,86,1
20,5,none,1,95.83,6,0
5,1,none,1,77.89,95,0
15,25,dynamic,0,82.36,36,1
2,19,dynamic,1,48.63,15,1
23,9,dynamic,0,89.78,20,1
2,0,static,0,60.28,55,1
12,10,dynamic,1,76.35,99,1
11,14,dynamic,1,48.73,69,1
2,14,none,1,39.82,53,0
16,0,static,0,76.09,38,1
28,12,none,1,93.55,89,1
7,13,dynamic,0,46.16,94,0
21,16,static,0,79.05,72,0
4,15,dynamic,0,24.49,15,1
23,5,static,0,73.55,51,1
8,8,static,1,25.01,61,1
15,12,static,0,99.24,24,1
13,15,dynamic,0,63.97,74,0
6,21,dynamic,1,23.63,30,0
3,23,dynamic,0,58.66,55,1
16,23,dynamic,1,28.71,68,0
9,10,static,1,48.61,49,1
17,28,dynamic,0,16.62,96,0
12,27,dynamic,1,87.84,35,0
19,4,none,0,71.5,97,0
21,5,static,0,61.8,93,1
13,13,dynamic,1,85.82,79,0
2,20,none,1,61.3,8,1
13,25,static,0,96.37,97,1
16,21,none,0,68.02,82,0
19,5,none,1,57.59,80,0
8,28,static,1,14.76,22,0
7,27,none,0,12.89,42,1
22,2,none,1,88.93,60,1
25,10,dynamic,0,96.66,49,0
28,11,dynamic,0,61.87,13,1
15,24,dynamic,1,36.18,39,0
4,16,none,1,98.73,32,0
27,14,dynamic,1,15.53,35,1
18,9,static,1,94.48,75,1
21,18,dynamic,0,15.96,70,1
18,16,dynamic,1,96.96,100,1
26,27,dynamic,1,97.87,21,0
26,6,static,0,87.55,45,1
25,1,static,1,65.59,47,1
7,8,none,1,21.07,47,0
17,1,none,1,47.37,59,0
21,14,none,0,44.93,51,1
20,10,static,1,42.62,62,1
14,26,none,0,32.08,95,0
2,9,dynamic,0,14.89,21,1
18,16,none,1,40.98,6,1
13,22,none,1,24.9,89,0
1,19,static,0,60.28,32,0
20,19,static,0,24.42,15,0
8,1,dynamic,1,67.08,84,1
4,5,dynamic,1,39.54,25,0
2,21,dynamic,1,61.4,38,1
14,15,dynamic,0,44.75,28,0
6,3,dynamic,0,85.55,92,1
0,20,none,1,87.3,17,0
25,24,none,1,13.08,41,1
21,22,dynamic,0,13.23,64,1
29,24,none,1,71.68,80,1
5,15,static,0,98.84,7,0
29,14,static,1,91.34,57,1
23,14,none,0,95.78,71,0
9,3,none,0,53.18,73,0
29,10,static,1,79.94,100,1
7,6,dynamic,1,54.51,41,0
26,8,static,0,84.18,73,0
9,29,none,0,13.12,99,0
27,22,dynamic,1,23.02,42,1
9,4,static,1,83.13,90,0
1,20,none,0,48.26,89,0
17,9,dynamic,1,97.06,9,0
14,2,static,0,51.81,54,1
14,9,none,0,82.87,58,0
13,24,dynamic,0,85.5,19,0
23,7,none,1,87.57,29,1
20,23,dynamic,0,42.77,40,1
11,9,dynamic,0,98.33,49,1
2,10,none,1,49.5,73,1
8,28,dynamic,1,63.45,85,0
11,7,none,0,25.87,44,0
27,3,none,0,57.16,7,1
20,7,static,0,87.21,28,0
18,11,none,0,94.41,42,1
11,0,static,1,47.4,34,0
0,3,none,1,35.26,85,0
16,24,static,1,85.3,89,1
14,24,dynamic,0,54.63,40,1
18,27,none,1,52.02,50,0
10,12,none,0,43.1,58,0
0,13,static,0,63.38,84,0
13,26,static,1,98.08,54,0
5,26,static,0,87.51,77,1
16,21,dynamic,1,37.31,94,1
3,9,dynamic,0,65.07,99,1
5,20,dynamic,1,98.43,97,1
26,28,static,0,76.22,19,0
15,8,static,1,64.06,27,1
7,4,none,1,79.18,99,0
13,8,dynamic,1,62.89,35,0
24,5,none,1,87.01,30,0
23,3,static,0,87.89,29,0
28,4,none,0,35.24,99,0
17,28,dynamic,0,28.14,15,1
17,4,dynamic,0,44.44,99,1
10,28,none,0,46.18,28,0
29,6,static,1,26.3,53,0
16,7,none,0,22.16,8,1
16,18,static,1,48.62,69,1
27,12,none,0,98.83,82,1
7,8,static,0,92.11,16,0
2,22,static,0,88.67,70,0
10,22,static,0,19.21,50,0
1,11,none,0,75.34,34,1
22,20,static,1,99.03,16,1
24,16,dynamic,0,20.66,16,0
19,20,static,0,10.07,72,0
2,26,dynamic,1,29.09,42,0
2,29,dynamic,1,47.64,37,0
6,28,dynamic,1,54.96,8,1
10,24,none,0,39.95,63,0
11,4,none,1,51.19,77,1
17,2,dynamic,1,34.41,32,0
12,26,dynamic,0,54.43,93,1
14,7,static,0,50.51,19,0
26,23,dynamic,1,67.9,78,0
5,26,none,1,95.73,38,0
18,24,none,0,25.39,57,1
2,16,dynamic,0,80.46,64,1
16,11,dynamic,0,41.04,82,1
13,13,static,1,35.8,88,1
28,4,static,0,20.83,93,1
0,13,none,1,62.28,15,1
5,24,none,0,60.51,53,1
2,3,dynamic,0,83.7,87,1
10,21,static,1,75.82,21,0
8,28,static,1,10.62,51,1
11,10,dynamic,1,70.1,58,1
10,24,static,0,58.9,60,1
27,18,static,1,37.73,65,0
8,20,dynamic,1,16.47,31,1
10,25,none,0,17.92,41,0
19,28,none,1,88.13,96,0
19,7,static,0,80.52,84,0
6,15,static,1,54.14,78,0
10,21,dynamic,1,24.75,82,0
24,1,none,0,52.7,87,0
9,11,none,1,75.17,8,0
27,1,static,1,31.76,89,1
29,6,dynamic,1,69.81,58,1
14,27,static,1,19.14,44,1
14,27,none,1,90.83,65,0
5,26,dynamic,0,94.8,72,0
16,15,none,1,99.3,64,1
11,3,dynamic,1,26.94,16,0
0,2,static,1,20.52,24,1
0,12,dynamic,1,70.16,48,0
3,6,dynamic,1,65.38,26,0
20,17,dynamic,0,26.55,13,0
27,4,none,0,37.99,71,1
21,4,static,1,44.43,62,0
27,25,none,1,48.22,40,0
1,0,dynamic,1,56.25,9,0
23,8,none,0,64.03,33,1
3,26,none,1,77.77,75,1
8,12,static,1,78.27,93,0
6,25,static,0,56.88,17,0
1,23,none,1,50.56,45,1
2,7,none,1,84.47,69,0
25,11,dynamic,0,76.88,68,0
18,6,static,1,38.54,37,0
27,7,static,1,98.0,64,0
19,3,dynamic,1,97.0,55,1
5,8,dynamic,1,30.28,58,1
22,25,none,0,50.84,39,0
11,28,static,0,62.0,98,1
9,9,dynamic,1,78.42,73,1
23,19,dynamic,0,96.83,88,1
3,23,dynamic,0,56.22,48,0
14,21,dynamic,1,11.55,23,0
13,8,static,1,33.79,60,1
16,25,none,0,46.95,23,1
20,0,dynamic,0,54.03,59,0
4,6,none,1,97.4,94,0
12,11,none,0,34.76,72,1
24,17,static,0,12.43,48,0
20,20,none,1,81.26,83,0
26,20,static,1,26.83,68,0
5,2,dynamic,1,31.35,86,1
22,18,dynamic,0,68.44,47,0
4,9,dynamic,0,26.3,23,0
19,19,static,1,27.1,73,1
26,5,static,1,39.64,100,0
8,22,none,0,69.85,37,0
12,20,dynamic,1,88.8,65,0
7,16,static,1,23.2,75,1
21,13,static,0,14.31,72,0
11,24,dynamic,1,82.43,63,0
2,0,static,1,14.51,77,1
8,4,none,0,80.35,86,0
21,16,none,1,85.97,92,0
18,16,static,1,62.01,54,1
8,29,none,0,83.99,71,0
24,24,none,0,29.76,25,1
27,1,static,1,63.17,21,1
20,9,static,0,50.25,68,0
18,4,none,0,20.01,56,0
24,25,static,0,31.73,25,0
28,16,static,0,48.03,82,0
10,22,none,1,12.4,84,1
21,27,none,1,25.07,26,0
9,28,static,0,17.61,6,1
27,22,static,0,56.08,48,0
22,26,static,1,97.8,26,0
8,17,none,1,33.47,72,1
22,12,none,1,10.56,68,0
19,5,static,0,55.7,54,1
16,26,none,1,29.05,38,0
14,27,dynamic,1,12.86,77,1
13,25,none,0,10.3,80,0
19,10,none,0,28.12,54,1
19,23,dynamic,0,25.89,55,0
28,25,none,0,15.69,64,0
23,14,static,1,38.3,73,0
8,10,dynamic,1,78.99,66,0
20,9,dynamic,1,89.52,71,1
29,1,dynamic,1,67.95,9,1
1,7,none,1,69.04,26,1
29,2,static,0,56.95,29,0
21,18,static,1,91.51,18,0
21,6,static,0,94.84,72,0
3,5,dynamic,1,87.53,30,1
7,5,dynamic,1,71.19,98,0
4,21,none,1,75.04,67,1
25,23,static,0,46.63,55,1
9,6,dynamic,0,97.23,10,1
1,19,static,1,43.24,70,0
27,6,dynamic,0,60.61,13,0
18,20,none,1,56.75,92,0
17,8,static,1,29.29,65,1
3,25,static,1,40.71,34,0
23,28,dynamic,0,17.36,77,1
19,8,dynamic,1,40.61,87,1
3,14,static,1,27.21,45,0
19,7,none,0,77.77,25,1
23,21,static,0,85.17,19,0
25,4,dynamic,0,58.33,100,0
20,7,static,1,93.89,65,1
26,27,none,0,12.43,36,1
18,29,none,0,89.7,56,1
15,21,dynamic,1,43.47,38,0
6,21,static,0,73.19,5,0
13,24,dynamic,0,14.51,28,0
3,2,static,1,48.2,67,0
21,27,dynamic,0,47.91,30,1
22,28,none,1,67.24,42,0
26,29,dynamic,0,59.27,53,1
14,13,dynamic,0,58.14,21,1
8,29,none,1,96.6,85,0
15,29,none,1,94.8,47,1
17,2,none,1,82.46,47,1
23,28,none,0,72.34,63,1
1,15,dynamic,1,61.95,35,0
10,12,dynamic,1,41.64,61,1
14,0,none,1,99.55,95,1
9,21,dynamic,1,25.48,44,1
25,24,none,0,48.53,59,1
28,16,none,0,48.89,93,0
3,28,none,0,40.87,13,0
23,8,dynamic,1,96.97,50,0
23,5,dynamic,1,60.73,100,1
6,16,static,0,78.65,76,1
5,13,none,0,43.16,74,1
14,23,static,0,31.11,58,0
20,16,dynamic,0,64.66,80,0
6,25,static,1,79.64,70,1
3,4,dynamic,0,55.0,90,1
15,11,none,1,98.69,29,0
7,9,dynamic,0,40.22,89,1
4,13,dynamic,0,46.15,99,0
23,27,static,0,13.48,77,0
9,27,static,0,97.27,34,1
25,14,static,0,16.92,77,0
6,4,static,0,45.14,5,1
14,9,dynamic,0,16.79,20,1
11,16,none,1,34.56,83,0
4,12,dynamic,1,75.4,61,0
12,11,none,0,11.28,90,0
1,12,static,0,74.3,21,0
27,27,dynamic,1,79.84,36,1
16,4,none,0,68.02,83,1
19,27,none,0,43.49,35,0
15,20,dynamic,1,14.32,27,1
8,13,dynamic,1,77.57,26,0
23,6,dynamic,1,17.88,99,0
0,19,dynamic,1,34.44,89,1
21,7,none,1,79.35,18,0
26,20,dynamic,1,54.87,55,0
0,15,dynamic,1,30.03,13,0
4,28,none,1,25.4,83,1
14,2,none,0,40.8,98,0
1,0,none,1,37.04,31,0
26,24,dynamic,1,89.6,81,0
18,15,dynamic,0,89.28,98,0
18,19,none,1,87.19,47,1
15,10,static,1,39.76,45,1
26,24,dynamic,1,97.49,98,1
9,4,static,1,38.63,6,1
15,3,static,1,53.33,44,1
0,17,dynamic,1,32.66,21,1
2,0,static,1,36.36,11,0
17,14,none,1,44.29,26,1
5,24,dynamic,1,87.57,72,0
20,5,none,0,90.91,73,1
24,29,static,1,47.02,67,0
19,23,static,1,82.74,60,1
13,12,static,0,86.18,49,1
22,11,static,1,24.34,11,0
2,1,static,1,27.56,92,0
25,6,static,1,39.12,12,1
1,0,dynamic,0,92.45,92,0
10,1,none,1,61.4,81,0
0,8,dynamic,0,51.69,96,0
1,10,static,1,29.18,32,1
9,17,dynamic,1,16.96,30,0
21,4,static,1,32.76,49,1
4,0,static,1,13.47,42,0
27,29,dynamic,1,45.47,70,1
21,6,static,0,57.85,21,0
6,9,static,0,86.13,91,1
25,5,static,0,15.22,63,1
27,9,none,0,92.16,12,1
11,26,none,1,46.95,97,1
16,8,static,1,48.58,58,0
16,25,dynamic,1,20.07,85,0
3,25,static,1,37.23,24,0
21,4,static,0,66.6,40,1
3,21,dynamic,1,46.92,32,1
2,25,none,1,11.27,80,1
9,11,dynamic,0,49.12,26,1
0,27,none,1,84.49,72,1
18,5,static,0,66.11,63,0
20,25,none,0,60.1,93,1
27,24,dynamic,0,54.99,34,0
12,7,dynamic,0,61.99,88,1
28,4,static,1,78.78,39,0
1,26,none,0,30.41,17,1
25,7,static,1,84.32,87,0
17,4,dynamic,1,39.54,36,1
2,14,none,1,74.66,72,0
25,23,none,0,20.78,42,1
16,9,dynamic,0,60.96,81,1
11,3,static,1,12.79,57,1
5,8,static,0,32.75,73,0
25,12,none,1,59.37,38,1
2,28,none,0,80.77,43,0
2,23,static,1,91.88,98,1
5,8,dynamic,0,67.62,74,0
28,10,none,0,11.06,44,0
16,16,static,1,24.49,37,1
2,12,none,1,15.24,92,0
10,23,dynamic,0,39.65,91,0
8,2,none,0,58.23,7,1
14,17,static,0,55.11,34,1
5,14,static,0,64.25,14,0
8,9,static,0,22.97,28,1
20,17,dynamic,1,18.44,53,1
15,13,static,1,72.9,88,1
4,24,none,0,51.02,96,1
20,9,none,1,33.41,95,1
14,3,none,1,60.11,99,1
8,7,none,0,81.22,36,1
26,8,dynamic,0,64.62,72,1
10,6,dynamic,1,97.4,47,0
6,4,none,0,18.76,46,1
29,12,dynamic,0,92.47,8,1
4,7,none,0,71.55,32,0
12,29,static,0,38.26,42,1
16,1,static,0,63.8,5,1
1,8,static,1,50.72,32,1
8,26,none,0,36.83,8,0
4,16,dynamic,1,93.94,8,0
10,29,none,1,92.2,82,1
27,1,none,1,37.97,48,1
18,5,none,0,36.18,35,1
1,11,static,0,91.82,15,1
22,3,dynamic,0,54.69,8,0
3,6,none,1,35.41,28,1
29,18,static,1,40.93,31,1
16,26,none,1,81.66,7,1
18,19,static,0,48.73,72,1
7,22,dynamic,0,25.63,11,1
6,11,dynamic,1,49.86,16,0
7,13,none,0,50.31,18,0
9,6,dynamic,0,47.75,54,0
1,5,dynamic,0,19.71,61,1
8,25,static,1,34.92,76,0
17,9,dynamic,0,18.98,19,1
23,26,dynamic,1,72.6,96,0
26,26,dynamic,0,76.14,49,0
13,1,static,0,48.29,66,0
13,4,static,1,88.34,52,1
2,21,dynamic,0,42.69,14,0
13,14,dynamic,0,47.07,43,1
8,13,static,0,37.04,83,1
17,29,none,0,23.14,23,0
12,18,dynamic,1,54.35,12,1
6,22,none,0,81.98,92,0
25,0,static,0,55.89,6,1
22,21,none,1,92.29,27,0
11,20,dynamic,0,75.51,94,1
28,24,dynamic,1,83.87,93,1
18,6,static,0,30.58,66,1
5,5,none,0,36.42,6,1
23,25,none,1,48.55,57,0
28,8,none,1,84.24,75,0
22,10,none,1,95.09,48,1
4,23,static,0,28.22,11,0
10,9,static,1,75.09,86,0
13,15,dynamic,1,10.02,62,1
1,17,static,1,67.0,22,0
12,7,static,0,41.94,41,0
10,17,dynamic,0,16.74,35,0
18,21,static,0,73.88,19,0
23,10,dynamic,0,98.0,32,0
20,29,dynamic,1,84.88,62,0
26,5,static,1,42.0,65,1
25,16,static,1,47.1,62,1
8,7,static,0,59.34,60,1
14,13,static,0,51.64,84,0
17,24,static,0,30.02,99,0
19,15,none,0,55.59,35,1
8,15,static,1,26.87,27,1
21,19,static,0,27.35,95,1
23,11,none,0,49.6,53,1
14,27,none,1,88.09,84,1
21,3,static,0,34.71,39,1
9,9,dynamic,1,89.38,74,0
4,27,none,1,40.87,61,0
6,21,dynamic,0,85.64,83,0
16,19,static,0,42.93,73,1
0,18,dynamic,0,99.84,72,0
27,16,static,0,70.62,55,0
22,17,static,0,92.54,61,0
22,28,static,0,47.4,35,1
21,24,none,1,90.11,72,1
14,12,dynamic,0,80.37,33,0
4,24,none,1,44.21,36,0
9,1,static,1,74.58,74,1
28,9,static,1,37.06,11,0
0,6,static,1,92.16,35,1
15,0,none,0,19.4,99,0
3,11,none,1,78.14,56,0
29,6,static,0,55.13,60,1
12,9,dynamic,0,94.77,41,0
13,1,static,1,72.61,16,0
13,22,dynamic,0,30.82,5,1
11,5,none,1,90.41,96,0
12,24,dynamic,1,68.44,39,0
16,28,none,0,15.86,73,1
27,26,dynamic,1,43.65,85,1
27,6,dynamic,1,74.94,24,0
4,5,none,1,49.7,62,0
27,13,dynamic,0,60.65,98,1
28,21,static,0,85.16,36,1
24,16,none,1,94.42,19,0
16,10,none,1,47.73,71,0
10,15,static,0,70.94,85,1
8,12,dynamic,1,72.26,39,1
19,15,none,1,69.04,99,1
3,17,dynamic,1,49.34,57,1
27,14,static,1,56.07,26,1
3,18,static,0,39.71,18,1
1,12,dynamic,1,50.15,68,0
29,6,static,0,67.95,41,1
5,13,none,0,73.83,25,0
11,20,dynamic,1,38.76,48,0
25,26,dynamic,0,48.54,60,0
17,14,dynamic,1,24.81,17,1
24,24,static,0,98.62,25,0
11,4,static,0,66.94,14,1
14,7,dynamic,0,92.99,71,1
1,17,dynamic,1,55.9,49,0
2,12,static,1,39.4,73,1
12,6,dynamic,1,51.28,21,1
27,0,none,1,49.1,78,1
28,25,none,1,51.69,52,0
29,13,none,1,13.58,57,0
9,25,none,0,94.36,65,0
29,14,dynamic,1,18.16,22,1
27,11,dynamic,0,54.23,97,1
16,29,dynamic,0,87.1,26,0
0,11,static,0,12.18,69,0
12,29,static,0,40.28,59,1
28,0,dynamic,1,96.81,12,0
24,18,static,1,95.65,82,1
1,7,none,1,48.34,40,0
9,23,static,1,48.24,19,0
0,9,dynamic,0,17.32,23,1
12,9,static,1,85.19,19,1
21,24,dynamic,0,77.06,56,1
23,28,none,0,29.22,37,0
9,23,dynamic,1,90.83,28,0
4,14,static,1,56.8,12,0
5,4,dynamic,1,33.97,50,0
19,14,none,1,60.39,41,0
